Id,VN30F1M,len,datetime,open,high,low,close,volume,openinterest,CompareOHLCV,len,datetime,datetime,Value,len,value,Broker,len,cash,value,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,BuySell,len,buy,sell
864,VN30F1M,864,2020-05-13 03:30:00,762.0,769.5,761.2,767.2,32385.0,,CompareOHLCV,864,,737558.1458333334,Value,864,1837255999.9999998,Broker,864,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,864,,,DrawDown,864,0.6382709466117599,12.665865767793717,BuySell,864,,
865,VN30F1M,865,2020-05-13 04:00:00,767.0,775.4,765.7,774.0,31995.0,,CompareOHLCV,865,,737558.1666666666,Value,865,1837255999.9999998,Broker,865,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,865,,,DrawDown,865,0.6382709466117599,12.665865767793717,BuySell,865,,
866,VN30F1M,866,2020-05-13 04:30:00,774.0,774.3,774.0,774.3,37.0,,CompareOHLCV,866,,737558.1875,Value,866,1837255999.9999998,Broker,866,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,866,,,DrawDown,866,0.6382709466117599,12.665865767793717,BuySell,866,,
867,VN30F1M,867,2020-05-13 06:00:00,774.0,780.3,773.0,774.3,34876.0,,CompareOHLCV,867,,737558.25,Value,867,1837255999.9999998,Broker,867,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,867,,,DrawDown,867,0.6382709466117599,12.665865767793717,BuySell,867,,
868,VN30F1M,868,2020-05-13 06:30:00,774.1,774.1,762.6,771.9,43060.0,,CompareOHLCV,868,,737558.2708333334,Value,868,1837255999.9999998,Broker,868,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,868,,,DrawDown,868,0.6382709466117599,12.665865767793717,BuySell,868,,
869,VN30F1M,869,2020-05-13 07:00:00,772.3,774.0,765.0,766.0,33684.0,,CompareOHLCV,869,,737558.2916666666,Value,869,1837255999.9999998,Broker,869,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,869,,,DrawDown,869,0.6382709466117599,12.665865767793717,BuySell,869,,
870,VN30F1M,870,2020-05-13 07:30:00,767.0,770.3,766.6,770.3,4226.0,,CompareOHLCV,870,,737558.3125,Value,870,1837255999.9999998,Broker,870,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,870,,,DrawDown,870,0.6382709466117599,12.665865767793717,BuySell,870,,
871,VN30F1M,871,2020-05-14 02:00:00,762.1,765.5,760.0,765.4,22915.0,,CompareOHLCV,871,,737559.0833333334,Value,871,1837255999.9999998,Broker,871,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,871,,,DrawDown,871,0.6382709466117599,12.665865767793717,BuySell,871,,
872,VN30F1M,872,2020-05-14 02:30:00,765.5,769.7,765.0,768.1,24214.0,,CompareOHLCV,872,,737559.1041666666,Value,872,1837255999.9999998,Broker,872,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,872,,,DrawDown,872,0.6382709466117599,12.665865767793717,BuySell,872,,
873,VN30F1M,873,2020-05-14 03:00:00,768.1,773.0,767.2,768.8,29056.0,,CompareOHLCV,873,,737559.125,Value,873,1837255999.9999998,Broker,873,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,873,,,DrawDown,873,0.6382709466117599,12.665865767793717,BuySell,873,,
874,VN30F1M,874,2020-05-14 03:30:00,768.9,771.7,765.6,767.0,23234.0,,CompareOHLCV,874,,737559.1458333334,Value,874,1837255999.9999998,Broker,874,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,874,,,DrawDown,874,0.6382709466117599,12.665865767793717,BuySell,874,,
875,VN30F1M,875,2020-05-14 04:00:00,767.1,772.5,767.1,769.0,24875.0,,CompareOHLCV,875,,737559.1666666666,Value,875,1837255999.9999998,Broker,875,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,875,,,DrawDown,875,0.6382709466117599,12.665865767793717,BuySell,875,,
876,VN30F1M,876,2020-05-14 04:30:00,768.5,769.1,768.5,769.1,169.0,,CompareOHLCV,876,,737559.1875,Value,876,1837255999.9999998,Broker,876,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,876,,,DrawDown,876,0.6382709466117599,12.665865767793717,BuySell,876,,
877,VN30F1M,877,2020-05-14 06:00:00,767.0,771.9,764.1,770.0,32179.0,,CompareOHLCV,877,,737559.25,Value,877,1837255999.9999998,Broker,877,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,877,,,DrawDown,877,0.6382709466117599,12.665865767793717,BuySell,877,,
878,VN30F1M,878,2020-05-14 06:30:00,769.8,773.4,767.5,767.8,33259.0,,CompareOHLCV,878,,737559.2708333334,Value,878,1837255999.9999998,Broker,878,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,878,,,DrawDown,878,0.6382709466117599,12.665865767793717,BuySell,878,,
879,VN30F1M,879,2020-05-14 07:00:00,767.8,770.6,766.1,766.1,24984.0,,CompareOHLCV,879,,737559.2916666666,Value,879,1837255999.9999998,Broker,879,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,879,,,DrawDown,879,0.6382709466117599,12.665865767793717,BuySell,879,,
880,VN30F1M,880,2020-05-14 07:30:00,766.0,768.0,766.0,768.0,4203.0,,CompareOHLCV,880,,737559.3125,Value,880,1837255999.9999998,Broker,880,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,880,,,DrawDown,880,0.6382709466117599,12.665865767793717,BuySell,880,,
881,VN30F1M,881,2020-05-15 02:00:00,773.0,777.0,771.9,774.1,23664.0,,CompareOHLCV,881,,737560.0833333334,Value,881,1837255999.9999998,Broker,881,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,881,,,DrawDown,881,0.6382709466117599,12.665865767793717,BuySell,881,,
882,VN30F1M,882,2020-05-15 02:30:00,774.2,776.6,774.0,776.1,20252.0,,CompareOHLCV,882,,737560.1041666666,Value,882,1837255999.9999998,Broker,882,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,882,,,DrawDown,882,0.6382709466117599,12.665865767793717,BuySell,882,,
883,VN30F1M,883,2020-05-15 03:00:00,776.1,776.2,771.6,773.0,18634.0,,CompareOHLCV,883,,737560.125,Value,883,1837255999.9999998,Broker,883,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,883,,,DrawDown,883,0.6382709466117599,12.665865767793717,BuySell,883,,
884,VN30F1M,884,2020-05-15 03:30:00,773.0,774.0,768.0,768.2,20865.0,,CompareOHLCV,884,,737560.1458333334,Value,884,1837255999.9999998,Broker,884,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,884,,,DrawDown,884,0.6382709466117599,12.665865767793717,BuySell,884,,
885,VN30F1M,885,2020-05-15 04:00:00,768.3,772.4,768.3,771.3,17794.0,,CompareOHLCV,885,,737560.1666666666,Value,885,1837255999.9999998,Broker,885,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,885,,,DrawDown,885,0.6382709466117599,12.665865767793717,BuySell,885,,
886,VN30F1M,886,2020-05-15 04:30:00,771.0,771.0,771.0,771.0,234.0,,CompareOHLCV,886,,737560.1875,Value,886,1837255999.9999998,Broker,886,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,886,,,DrawDown,886,0.6382709466117599,12.665865767793717,BuySell,886,,
887,VN30F1M,887,2020-05-15 06:00:00,771.1,772.5,767.1,768.0,17849.0,,CompareOHLCV,887,,737560.25,Value,887,1837255999.9999998,Broker,887,1837255999.9999998,1837255999.9999998,Trades - Net Profit/Loss,887,,,DrawDown,887,0.6382709466117599,12.665865767793717,BuySell,887,,
888,VN30F1M,888,2020-05-15 06:30:00,768.0,769.3,763.3,766.5,27871.0,,CompareOHLCV,888,,737560.2708333334,Value,888,1847160999.9999998,Broker,888,1847160929.9999998,1847160999.9999998,Trades - Net Profit/Loss,888,,,DrawDown,888,0.10259277967486562,12.665865767793717,BuySell,888,,768.0
889,VN30F1M,889,2020-05-15 07:00:00,766.0,769.5,763.1,763.9,31889.0,,CompareOHLCV,889,,737560.2916666666,Value,889,1865361000.0,Broker,889,1865360930.0,1865361000.0,Trades - Net Profit/Loss,889,,,DrawDown,889,0.0,12.665865767793717,BuySell,889,,
890,VN30F1M,890,2020-05-15 07:30:00,763.9,766.7,763.9,766.7,4802.0,,CompareOHLCV,890,,737560.3125,Value,890,1845760999.9999995,Broker,890,1845760929.9999995,1845760999.9999995,Trades - Net Profit/Loss,890,,,DrawDown,890,1.0507349515724023,12.665865767793717,BuySell,890,,
891,VN30F1M,891,2020-05-18 02:00:00,769.5,770.7,767.1,768.1,14984.0,,CompareOHLCV,891,,737563.0833333334,Value,891,1835309999.9999998,Broker,891,1835309929.9999998,1835309999.9999998,Trades - Net Profit/Loss,891,,,DrawDown,891,1.6110018382500888,12.665865767793717,BuySell,891,,
892,VN30F1M,892,2020-05-18 02:30:00,768.2,772.5,768.1,771.7,18296.0,,CompareOHLCV,892,,737563.1041666666,Value,892,1834014999.9999995,Broker,892,1834014999.9999995,1834014999.9999995,Trades - Net Profit/Loss,892,,-3241000.0000003185,DrawDown,892,1.6804253975504193,12.665865767793717,BuySell,892,768.2,
893,VN30F1M,893,2020-05-18 03:00:00,771.8,772.4,770.3,772.0,14573.0,,CompareOHLCV,893,,737563.125,Value,893,1834014999.9999995,Broker,893,1834014999.9999995,1834014999.9999995,Trades - Net Profit/Loss,893,,,DrawDown,893,1.6804253975504193,12.665865767793717,BuySell,893,,
894,VN30F1M,894,2020-05-18 03:30:00,771.9,776.6,771.5,775.0,23939.0,,CompareOHLCV,894,,737563.1458333334,Value,894,1834014999.9999995,Broker,894,1834014999.9999995,1834014999.9999995,Trades - Net Profit/Loss,894,,,DrawDown,894,1.6804253975504193,12.665865767793717,BuySell,894,,
