Id,VN30F1M,len,datetime,open,high,low,close,volume,openinterest,Alpha,len,datetime,datetime,Value,len,value,Broker,len,cash,value,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,BuySell,len,buy,sell
183,VN30F1M,183,2020-02-28 04:00:00,827.7,828.9,824.2,827.5,19014.0,,Alpha,183,,737483.1666666666,Value,183,965990499.9999995,Broker,183,965990429.9999995,965990499.9999995,Trades - Net Profit/Loss,183,,,DrawDown,183,6.83267524020241,16.249756470177488,BuySell,183,,827.7
184,VN30F1M,184,2020-02-28 06:00:00,824.8,826.5,816.6,826.5,50833.0,,Alpha,184,,737483.25,Value,184,972990499.9999995,Broker,184,972990429.9999995,972990499.9999995,Trades - Net Profit/Loss,184,,,DrawDown,184,6.157543058966069,16.249756470177488,BuySell,184,,
185,VN30F1M,185,2020-02-28 07:00:00,826.4,834.3,824.7,830.1,38035.0,,Alpha,185,,737483.2916666666,Value,185,973095499.9999996,Broker,185,973095499.9999996,973095499.9999996,Trades - Net Profit/Loss,185,38710000.00000032,,DrawDown,185,6.147416076247512,16.249756470177488,BuySell,185,826.4,
186,VN30F1M,186,2020-03-02 02:00:00,834.6,837.5,831.9,835.9,19515.0,,Alpha,186,,737486.0833333334,Value,186,973095499.9999996,Broker,186,973095499.9999996,973095499.9999996,Trades - Net Profit/Loss,186,,,DrawDown,186,6.147416076247512,16.249756470177488,BuySell,186,,
187,VN30F1M,187,2020-03-02 03:00:00,835.7,841.0,832.2,839.6,24212.0,,Alpha,187,,737486.125,Value,187,986447999.9999995,Broker,187,986447964.9999995,986447999.9999995,Trades - Net Profit/Loss,187,,,DrawDown,187,4.859601440539204,16.249756470177488,BuySell,187,835.7,
188,VN30F1M,188,2020-03-02 04:00:00,839.6,841.0,836.2,836.6,9893.0,,Alpha,188,,737486.1666666666,Value,188,986150499.9999995,Broker,188,986150499.9999995,986150499.9999995,Trades - Net Profit/Loss,188,13054999.99999992,,DrawDown,188,4.888294558241748,16.249756470177488,BuySell,188,,839.6
189,VN30F1M,189,2020-03-02 06:00:00,836.9,844.9,834.6,841.0,40939.0,,Alpha,189,,737486.25,Value,189,1000202999.9999996,Broker,189,1000202964.9999996,1000202999.9999996,Trades - Net Profit/Loss,189,,,DrawDown,189,3.532966704409783,16.249756470177488,BuySell,189,836.9,
190,VN30F1M,190,2020-03-02 07:00:00,840.8,844.1,838.9,839.6,22954.0,,Alpha,190,,737486.2916666666,Value,190,999205499.9999995,Broker,190,999205499.9999995,999205499.9999995,Trades - Net Profit/Loss,190,13054999.99999992,,DrawDown,190,3.629173040235973,16.249756470177488,BuySell,190,,840.8
191,VN30F1M,191,2020-03-03 02:00:00,846.2,848.2,845.7,846.3,25420.0,,Alpha,191,,737487.0833333334,Value,191,999257999.9999992,Broker,191,999257964.9999992,999257999.9999992,Trades - Net Profit/Loss,191,,,DrawDown,191,3.624109548876735,16.249756470177488,BuySell,191,846.2,
192,VN30F1M,192,2020-03-03 03:00:00,846.2,849.3,846.2,846.9,22592.0,,Alpha,192,,737487.125,Value,192,998610499.9999995,Broker,192,998610499.9999995,998610499.9999995,Trades - Net Profit/Loss,192,,-595000.0,DrawDown,192,3.686559275641062,16.249756470177488,BuySell,192,,846.2
193,VN30F1M,193,2020-03-03 04:00:00,846.9,847.5,843.0,844.3,18501.0,,Alpha,193,,737487.1666666666,Value,193,989212999.9999994,Broker,193,989212964.9999994,989212999.9999994,Trades - Net Profit/Loss,193,,,DrawDown,193,4.592924228950861,16.249756470177488,BuySell,193,846.9,
194,VN30F1M,194,2020-03-03 06:00:00,843.2,845.0,841.5,843.7,36213.0,,Alpha,194,,737487.25,Value,194,985065499.9999998,Broker,194,985065499.9999998,985065499.9999998,Trades - Net Profit/Loss,194,,-13544999.999999762,DrawDown,194,4.992940046333358,16.249756470177488,BuySell,194,,843.2
195,VN30F1M,195,2020-03-03 07:00:00,843.7,846.3,838.0,838.0,31923.0,,Alpha,195,,737487.2916666666,Value,195,1004717999.9999999,Broker,195,1004717964.9999999,1004717999.9999999,Trades - Net Profit/Loss,195,,,DrawDown,195,3.09750644751232,16.249756470177488,BuySell,195,,843.7
196,VN30F1M,196,2020-03-04 02:00:00,836.2,837.6,835.1,836.8,24154.0,,Alpha,196,,737488.0833333334,Value,196,1006412000.0000004,Broker,196,1006411930.0000004,1006412000.0000004,Trades - Net Profit/Loss,196,,,DrawDown,196,2.9341244596530798,16.249756470177488,BuySell,196,,836.2
197,VN30F1M,197,2020-03-04 03:00:00,836.7,839.5,836.7,837.9,25547.0,,Alpha,197,,737488.125,Value,197,1006516999.9999998,Broker,197,1006516999.9999998,1006516999.9999998,Trades - Net Profit/Loss,197,21451500.0,,DrawDown,197,2.9239974769345918,16.249756470177488,BuySell,197,836.7,
198,VN30F1M,198,2020-03-04 04:00:00,837.9,838.0,834.6,836.3,13748.0,,Alpha,198,,737488.1666666666,Value,198,1006516999.9999998,Broker,198,1006516999.9999998,1006516999.9999998,Trades - Net Profit/Loss,198,,,DrawDown,198,2.9239974769345918,16.249756470177488,BuySell,198,,
199,VN30F1M,199,2020-03-04 06:00:00,836.6,839.3,836.0,837.1,32547.0,,Alpha,199,,737488.25,Value,199,1006516999.9999998,Broker,199,1006516999.9999998,1006516999.9999998,Trades - Net Profit/Loss,199,,,DrawDown,199,2.9239974769345918,16.249756470177488,BuySell,199,,
200,VN30F1M,200,2020-03-04 07:00:00,837.2,842.3,837.2,841.1,27325.0,,Alpha,200,,737488.2916666666,Value,200,1006516999.9999998,Broker,200,1006516999.9999998,1006516999.9999998,Trades - Net Profit/Loss,200,,,DrawDown,200,2.9239974769345918,16.249756470177488,BuySell,200,,
201,VN30F1M,201,2020-03-05 02:00:00,845.5,846.6,845.3,846.5,15858.0,,Alpha,201,,737489.0833333334,Value,201,1012921999.9999998,Broker,201,1012921929.9999998,1012921999.9999998,Trades - Net Profit/Loss,201,,,DrawDown,201,2.30625153110334,16.249756470177488,BuySell,201,845.5,
202,VN30F1M,202,2020-03-05 03:00:00,846.5,847.1,845.4,846.5,12391.0,,Alpha,202,,737489.125,Value,202,1012326999.9999998,Broker,202,1012326999.9999998,1012326999.9999998,Trades - Net Profit/Loss,202,5810000.0,,DrawDown,202,2.363637766508429,16.249756470177488,BuySell,202,,846.5
203,VN30F1M,203,2020-03-05 04:00:00,846.4,847.4,845.0,845.4,10784.0,,Alpha,203,,737489.1666666666,Value,203,1008529499.9999998,Broker,203,1008529464.9999998,1008529499.9999998,Trades - Net Profit/Loss,203,,,DrawDown,203,2.729896974829144,16.249756470177488,BuySell,203,846.4,
204,VN30F1M,204,2020-03-05 06:00:00,845.4,848.4,841.5,841.5,33215.0,,Alpha,204,,737489.25,Value,204,1008231999.9999998,Broker,204,1008231999.9999998,1008231999.9999998,Trades - Net Profit/Loss,204,,-4095000.0,DrawDown,204,2.7585900925316884,16.249756470177488,BuySell,204,,845.4
205,VN30F1M,205,2020-03-05 07:00:00,842.0,843.0,836.0,836.0,31499.0,,Alpha,205,,737489.2916666666,Value,205,1028934499.9999998,Broker,205,1028934464.9999998,1028934499.9999998,Trades - Net Profit/Loss,205,,,DrawDown,205,0.7618866665252105,16.249756470177488,BuySell,205,,842.0
206,VN30F1M,206,2020-03-06 02:00:00,828.8,830.5,828.5,829.4,23583.0,,Alpha,206,,737490.0833333334,Value,206,1053728499.9999999,Broker,206,1053728499.9999999,1053728499.9999999,Trades - Net Profit/Loss,206,45496500.00000016,,DrawDown,206,0.0,16.249756470177488,BuySell,206,828.8,
207,VN30F1M,207,2020-03-06 03:00:00,829.5,829.9,824.3,826.0,25660.0,,Alpha,207,,737490.125,Value,207,1053728499.9999999,Broker,207,1053728499.9999999,1053728499.9999999,Trades - Net Profit/Loss,207,,,DrawDown,207,0.0,16.249756470177488,BuySell,207,,
208,VN30F1M,208,2020-03-06 04:00:00,826.0,827.7,825.4,825.5,11843.0,,Alpha,208,,737490.1666666666,Value,208,1053728499.9999999,Broker,208,1053728499.9999999,1053728499.9999999,Trades - Net Profit/Loss,208,,,DrawDown,208,0.0,16.249756470177488,BuySell,208,,
209,VN30F1M,209,2020-03-06 06:00:00,825.0,830.6,823.0,829.0,45218.0,,Alpha,209,,737490.25,Value,209,1053728499.9999999,Broker,209,1053728499.9999999,1053728499.9999999,Trades - Net Profit/Loss,209,,,DrawDown,209,0.0,16.249756470177488,BuySell,209,,
210,VN30F1M,210,2020-03-06 07:00:00,829.1,833.6,828.6,832.3,33066.0,,Alpha,210,,737490.2916666666,Value,210,1053728499.9999999,Broker,210,1053728499.9999999,1053728499.9999999,Trades - Net Profit/Loss,210,,,DrawDown,210,0.0,16.249756470177488,BuySell,210,,
211,VN30F1M,211,2020-03-09 02:00:00,796.2,798.0,791.1,796.3,39942.0,,Alpha,211,,737493.0833333334,Value,211,1053780999.9999995,Broker,211,1053780964.9999995,1053780999.9999995,Trades - Net Profit/Loss,211,,,DrawDown,211,0.0,16.249756470177488,BuySell,211,796.2,
212,VN30F1M,212,2020-03-09 03:00:00,796.2,796.6,782.7,785.9,34017.0,,Alpha,212,,737493.125,Value,212,1053133499.9999999,Broker,212,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,212,,-595000.0,DrawDown,212,0.06144540469031447,16.249756470177488,BuySell,212,,796.2
213,VN30F1M,213,2020-03-09 04:00:00,785.4,788.7,782.5,783.5,17006.0,,Alpha,213,,737493.1666666666,Value,213,1053133499.9999999,Broker,213,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,213,,,DrawDown,213,0.06144540469031447,16.249756470177488,BuySell,213,,
214,VN30F1M,214,2020-03-09 06:00:00,784.3,784.3,776.1,776.6,32065.0,,Alpha,214,,737493.25,Value,214,1053133499.9999999,Broker,214,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,214,,,DrawDown,214,0.06144540469031447,16.249756470177488,BuySell,214,,
215,VN30F1M,215,2020-03-09 07:00:00,776.9,777.2,774.1,774.1,8968.0,,Alpha,215,,737493.2916666666,Value,215,1053133499.9999999,Broker,215,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,215,,,DrawDown,215,0.06144540469031447,16.249756470177488,BuySell,215,,
216,VN30F1M,216,2020-03-10 02:00:00,769.0,777.8,760.2,776.0,51258.0,,Alpha,216,,737494.0833333334,Value,216,1053133499.9999999,Broker,216,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,216,,,DrawDown,216,0.06144540469031447,16.249756470177488,BuySell,216,,
217,VN30F1M,217,2020-03-10 03:00:00,776.3,782.4,773.3,779.8,49441.0,,Alpha,217,,737494.125,Value,217,1053133499.9999999,Broker,217,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,217,,,DrawDown,217,0.06144540469031447,16.249756470177488,BuySell,217,,
218,VN30F1M,218,2020-03-10 04:00:00,779.6,787.5,776.8,787.0,23338.0,,Alpha,218,,737494.1666666666,Value,218,1053133499.9999999,Broker,218,1053133499.9999999,1053133499.9999999,Trades - Net Profit/Loss,218,,,DrawDown,218,0.06144540469031447,16.249756470177488,BuySell,218,,
219,VN30F1M,219,2020-03-10 06:00:00,788.8,791.9,784.4,787.5,46487.0,,Alpha,219,,737494.25,Value,219,1043438500.0000002,Broker,219,1043438430.0000002,1043438500.0000002,Trades - Net Profit/Loss,219,,,DrawDown,219,0.9814657884322538,16.249756470177488,BuySell,219,788.8,
220,VN30F1M,220,2020-03-10 07:00:00,787.2,787.9,773.0,781.5,37090.0,,Alpha,220,,737494.2916666666,Value,220,1040743500.0000006,Broker,220,1040743500.0000006,1040743500.0000006,Trades - Net Profit/Loss,220,,-12389999.999999363,DrawDown,220,1.2372115268731296,16.249756470177488,BuySell,220,,787.2
221,VN30F1M,221,2020-03-11 02:00:00,779.5,784.0,774.5,775.6,41483.0,,Alpha,221,,737495.0833333334,Value,221,1040743500.0000006,Broker,221,1040743500.0000006,1040743500.0000006,Trades - Net Profit/Loss,221,,,DrawDown,221,1.2372115268731296,16.249756470177488,BuySell,221,,
222,VN30F1M,222,2020-03-11 03:00:00,775.5,776.6,767.0,772.4,44806.0,,Alpha,222,,737495.125,Value,222,1061848500.0000007,Broker,222,1061848430.0000007,1061848500.0000007,Trades - Net Profit/Loss,222,,,DrawDown,222,0.0,16.249756470177488,BuySell,222,,775.5
223,VN30F1M,223,2020-03-11 04:00:00,772.3,772.5,763.6,764.8,22510.0,,Alpha,223,,737495.1666666666,Value,223,1061953500.0000008,Broker,223,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,223,21210000.000000317,,DrawDown,223,0.0,16.249756470177488,BuySell,223,772.3,
224,VN30F1M,224,2020-03-11 06:00:00,764.8,764.8,727.0,740.1,70478.0,,Alpha,224,,737495.25,Value,224,1061953500.0000008,Broker,224,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,224,,,DrawDown,224,0.0,16.249756470177488,BuySell,224,,
225,VN30F1M,225,2020-03-11 07:00:00,740.4,751.8,740.0,745.0,31853.0,,Alpha,225,,737495.2916666666,Value,225,1061953500.0000008,Broker,225,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,225,,,DrawDown,225,0.0,16.249756470177488,BuySell,225,,
226,VN30F1M,226,2020-03-12 02:00:00,718.0,721.9,712.8,718.0,41903.0,,Alpha,226,,737496.0833333334,Value,226,1061953500.0000008,Broker,226,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,226,,,DrawDown,226,0.0,16.249756470177488,BuySell,226,,
227,VN30F1M,227,2020-03-12 03:00:00,718.0,721.3,700.3,702.1,45240.0,,Alpha,227,,737496.125,Value,227,1061953500.0000008,Broker,227,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,227,,,DrawDown,227,0.0,16.249756470177488,BuySell,227,,
228,VN30F1M,228,2020-03-12 04:00:00,702.3,712.4,700.0,709.4,25980.0,,Alpha,228,,737496.1666666666,Value,228,1061953500.0000008,Broker,228,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,228,,,DrawDown,228,0.0,16.249756470177488,BuySell,228,,
229,VN30F1M,229,2020-03-12 06:00:00,709.4,709.4,700.5,706.9,42558.0,,Alpha,229,,737496.25,Value,229,1061953500.0000008,Broker,229,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,229,,,DrawDown,229,0.0,16.249756470177488,BuySell,229,,
230,VN30F1M,230,2020-03-12 07:00:00,706.8,717.9,694.0,694.0,35576.0,,Alpha,230,,737496.2916666666,Value,230,1061953500.0000008,Broker,230,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,230,,,DrawDown,230,0.0,16.249756470177488,BuySell,230,,
231,VN30F1M,231,2020-03-13 02:00:00,668.0,671.5,661.0,668.9,37307.0,,Alpha,231,,737497.0833333334,Value,231,1061953500.0000008,Broker,231,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,231,,,DrawDown,231,0.0,16.249756470177488,BuySell,231,,
232,VN30F1M,232,2020-03-13 03:00:00,668.7,681.4,667.1,672.6,50475.0,,Alpha,232,,737497.125,Value,232,1061953500.0000008,Broker,232,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,232,,,DrawDown,232,0.0,16.249756470177488,BuySell,232,,
233,VN30F1M,233,2020-03-13 04:00:00,672.1,680.0,669.1,678.5,24802.0,,Alpha,233,,737497.1666666666,Value,233,1061953500.0000008,Broker,233,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,233,,,DrawDown,233,0.0,16.249756470177488,BuySell,233,,
234,VN30F1M,234,2020-03-13 06:00:00,678.5,719.9,678.5,703.1,74971.0,,Alpha,234,,737497.25,Value,234,1061953500.0000008,Broker,234,1061953500.0000008,1061953500.0000008,Trades - Net Profit/Loss,234,,,DrawDown,234,0.0,16.249756470177488,BuySell,234,,
235,VN30F1M,235,2020-03-13 07:00:00,704.0,719.9,703.3,712.3,40648.0,,Alpha,235,,737497.2916666666,Value,235,1090706000.0000007,Broker,235,1090705965.0000007,1090706000.0000007,Trades - Net Profit/Loss,235,,,DrawDown,235,0.0,16.249756470177488,BuySell,235,704.0,
236,VN30F1M,236,2020-03-16 02:00:00,697.0,704.9,693.0,697.5,43817.0,,Alpha,236,,737500.0833333334,Value,236,1040033000.0000008,Broker,236,1040032930.0000008,1040033000.0000008,Trades - Net Profit/Loss,236,,,DrawDown,236,4.645889909838202,16.249756470177488,BuySell,236,697.0,
237,VN30F1M,237,2020-03-16 03:00:00,697.2,704.4,696.5,702.6,41707.0,,Alpha,237,,737500.125,Value,237,1037338000.0000012,Broker,237,1037338000.0000012,1037338000.0000012,Trades - Net Profit/Loss,237,,-24615499.999999683,DrawDown,237,4.892977575992017,16.249756470177488,BuySell,237,,697.2
238,VN30F1M,238,2020-03-16 04:00:00,702.7,703.2,696.6,703.0,18278.0,,Alpha,238,,737500.1666666666,Value,238,1037338000.0000012,Broker,238,1037338000.0000012,1037338000.0000012,Trades - Net Profit/Loss,238,,,DrawDown,238,4.892977575992017,16.249756470177488,BuySell,238,,
239,VN30F1M,239,2020-03-16 06:00:00,695.1,695.1,683.2,685.0,45378.0,,Alpha,239,,737500.25,Value,239,1037338000.0000012,Broker,239,1037338000.0000012,1037338000.0000012,Trades - Net Profit/Loss,239,,,DrawDown,239,4.892977575992017,16.249756470177488,BuySell,239,,
240,VN30F1M,240,2020-03-16 07:00:00,685.0,685.0,668.0,674.9,36921.0,,Alpha,240,,737500.2916666666,Value,240,1037338000.0000012,Broker,240,1037338000.0000012,1037338000.0000012,Trades - Net Profit/Loss,240,,,DrawDown,240,4.892977575992017,16.249756470177488,BuySell,240,,
241,VN30F1M,241,2020-03-17 02:00:00,682.0,689.6,675.3,689.1,48048.0,,Alpha,241,,737501.0833333334,Value,241,1037338000.0000012,Broker,241,1037338000.0000012,1037338000.0000012,Trades - Net Profit/Loss,241,,,DrawDown,241,4.892977575992017,16.249756470177488,BuySell,241,,
242,VN30F1M,242,2020-03-17 03:00:00,688.9,696.1,685.1,688.7,45086.0,,Alpha,242,,737501.125,Value,242,1036340500.0000014,Broker,242,1036340465.0000014,1036340500.0000014,Trades - Net Profit/Loss,242,,,DrawDown,242,4.984432101776211,16.249756470177488,BuySell,242,688.9,
243,VN30F1M,243,2020-03-17 04:00:00,689.0,694.7,686.0,687.0,20705.0,,Alpha,243,,737501.1666666666,Value,243,1037093000.0000013,Broker,243,1037093000.0000013,1037093000.0000013,Trades - Net Profit/Loss,243,,-244999.99999992043,DrawDown,243,4.915440091096902,16.249756470177488,BuySell,243,,689.0
244,VN30F1M,244,2020-03-17 06:00:00,688.0,691.0,675.6,684.1,64006.0,,Alpha,244,,737501.25,Value,244,1037093000.0000013,Broker,244,1037093000.0000013,1037093000.0000013,Trades - Net Profit/Loss,244,,,DrawDown,244,4.915440091096902,16.249756470177488,BuySell,244,,
245,VN30F1M,245,2020-03-17 07:00:00,684.4,704.4,682.2,700.6,36539.0,,Alpha,245,,737501.2916666666,Value,245,1093495500.0000014,Broker,245,1093495465.0000014,1093495500.0000014,Trades - Net Profit/Loss,245,,,DrawDown,245,0.0,16.249756470177488,BuySell,245,684.4,
246,VN30F1M,246,2020-03-18 02:00:00,699.0,703.3,696.5,701.0,35726.0,,Alpha,246,,737502.0833333334,Value,246,1087489500.0000014,Broker,246,1087489500.0000014,1087489500.0000014,Trades - Net Profit/Loss,246,50396500.00000008,,DrawDown,246,0.5492478021171547,16.249756470177488,BuySell,246,,699.0
247,VN30F1M,247,2020-03-18 03:00:00,701.5,701.6,695.2,699.2,39386.0,,Alpha,247,,737502.125,Value,247,1079142000.0000017,Broker,247,1079141965.0000017,1079142000.0000017,Trades - Net Profit/Loss,247,,,DrawDown,247,1.3126254291855561,16.249756470177488,BuySell,247,701.5,
248,VN30F1M,248,2020-03-18 04:00:00,699.6,704.0,698.5,701.6,25717.0,,Alpha,248,,737502.1666666666,Value,248,1080244500.0000017,Broker,248,1080244500.0000017,1080244500.0000017,Trades - Net Profit/Loss,248,,-7244999.999999921,DrawDown,248,1.2118019690067077,16.249756470177488,BuySell,248,,699.6
249,VN30F1M,249,2020-03-18 06:00:00,690.0,691.0,682.7,687.5,47740.0,,Alpha,249,,737502.25,Value,249,1071197000.0000017,Broker,249,1071196965.0000017,1071197000.0000017,Trades - Net Profit/Loss,249,,,DrawDown,249,2.0391944914267808,16.249756470177488,BuySell,249,690.0,
250,VN30F1M,250,2020-03-18 07:00:00,688.0,692.3,684.5,688.0,26189.0,,Alpha,250,,737502.2916666666,Value,250,1072352000.0000017,Broker,250,1072351965.0000017,1072352000.0000017,Trades - Net Profit/Loss,250,,-7595000.0,DrawDown,250,1.9335699140965585,16.249756470177488,BuySell,250,,688.0
251,VN30F1M,251,2020-03-19 02:00:00,685.1,687.6,676.4,677.5,33873.0,,Alpha,251,,737503.0833333334,Value,251,1082096000.0000017,Broker,251,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,251,9446499.99999992,,DrawDown,251,1.0424825708015941,16.249756470177488,BuySell,251,685.1,
252,VN30F1M,252,2020-03-19 03:00:00,677.6,682.5,674.0,677.0,36280.0,,Alpha,252,,737503.125,Value,252,1082096000.0000017,Broker,252,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,252,,,DrawDown,252,1.0424825708015941,16.249756470177488,BuySell,252,,
253,VN30F1M,253,2020-03-19 04:00:00,677.0,680.0,675.0,676.7,12719.0,,Alpha,253,,737503.1666666666,Value,253,1082096000.0000017,Broker,253,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,253,,,DrawDown,253,1.0424825708015941,16.249756470177488,BuySell,253,,
254,VN30F1M,254,2020-03-19 06:00:00,676.7,683.8,672.3,678.6,37456.0,,Alpha,254,,737503.25,Value,254,1082096000.0000017,Broker,254,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,254,,,DrawDown,254,1.0424825708015941,16.249756470177488,BuySell,254,,
255,VN30F1M,255,2020-03-19 07:00:00,678.9,683.0,677.0,678.0,19348.0,,Alpha,255,,737503.2916666666,Value,255,1082096000.0000017,Broker,255,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,255,,,DrawDown,255,1.0424825708015941,16.249756470177488,BuySell,255,,
256,VN30F1M,256,2020-03-20 02:00:00,672.6,677.8,672.6,675.8,31898.0,,Alpha,256,,737504.0833333334,Value,256,1082096000.0000017,Broker,256,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,256,,,DrawDown,256,1.0424825708015941,16.249756470177488,BuySell,256,,
257,VN30F1M,257,2020-03-20 03:00:00,675.8,677.3,670.2,671.0,29543.0,,Alpha,257,,737504.125,Value,257,1082096000.0000017,Broker,257,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,257,,,DrawDown,257,1.0424825708015941,16.249756470177488,BuySell,257,,
258,VN30F1M,258,2020-03-20 04:00:00,671.0,671.4,668.7,670.7,16900.0,,Alpha,258,,737504.1666666666,Value,258,1082096000.0000017,Broker,258,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,258,,,DrawDown,258,1.0424825708015941,16.249756470177488,BuySell,258,,
259,VN30F1M,259,2020-03-20 06:00:00,670.6,674.1,668.2,672.2,35302.0,,Alpha,259,,737504.25,Value,259,1082096000.0000017,Broker,259,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,259,,,DrawDown,259,1.0424825708015941,16.249756470177488,BuySell,259,,
260,VN30F1M,260,2020-03-20 07:00:00,672.1,676.9,670.4,672.1,29989.0,,Alpha,260,,737504.2916666666,Value,260,1082096000.0000017,Broker,260,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,260,,,DrawDown,260,1.0424825708015941,16.249756470177488,BuySell,260,,
261,VN30F1M,261,2020-03-23 02:00:00,642.1,644.9,631.0,634.9,35926.0,,Alpha,261,,737507.0833333334,Value,261,1082096000.0000017,Broker,261,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,261,,,DrawDown,261,1.0424825708015941,16.249756470177488,BuySell,261,,
262,VN30F1M,262,2020-03-23 03:00:00,634.8,636.5,629.6,632.2,27343.0,,Alpha,262,,737507.125,Value,262,1082096000.0000017,Broker,262,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,262,,,DrawDown,262,1.0424825708015941,16.249756470177488,BuySell,262,,
263,VN30F1M,263,2020-03-23 04:00:00,632.3,633.0,628.0,629.0,11800.0,,Alpha,263,,737507.1666666666,Value,263,1082096000.0000017,Broker,263,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,263,,,DrawDown,263,1.0424825708015941,16.249756470177488,BuySell,263,,
264,VN30F1M,264,2020-03-23 06:00:00,628.0,628.2,625.1,625.1,19239.0,,Alpha,264,,737507.25,Value,264,1082096000.0000017,Broker,264,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,264,,,DrawDown,264,1.0424825708015941,16.249756470177488,BuySell,264,,
265,VN30F1M,265,2020-03-23 07:00:00,625.1,625.1,625.1,625.1,694.0,,Alpha,265,,737507.2916666666,Value,265,1082096000.0000017,Broker,265,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,265,,,DrawDown,265,1.0424825708015941,16.249756470177488,BuySell,265,,
266,VN30F1M,266,2020-03-24 02:00:00,633.5,634.8,626.4,630.2,46183.0,,Alpha,266,,737508.0833333334,Value,266,1082096000.0000017,Broker,266,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,266,,,DrawDown,266,1.0424825708015941,16.249756470177488,BuySell,266,,
267,VN30F1M,267,2020-03-24 03:00:00,630.4,636.6,629.0,633.3,45425.0,,Alpha,267,,737508.125,Value,267,1082096000.0000017,Broker,267,1082096000.0000017,1082096000.0000017,Trades - Net Profit/Loss,267,,,DrawDown,267,1.0424825708015941,16.249756470177488,BuySell,267,,
268,VN30F1M,268,2020-03-24 04:00:00,633.2,633.2,620.2,620.3,29038.0,,Alpha,268,,737508.1666666666,Value,268,991201000.0000011,Broker,268,991200930.0000011,991201000.0000011,Trades - Net Profit/Loss,268,,,DrawDown,268,9.354816732213369,16.249756470177488,BuySell,268,633.2,
269,VN30F1M,269,2020-03-24 06:00:00,622.3,634.7,622.0,632.8,56003.0,,Alpha,269,,737508.25,Value,269,1004606000.0000011,Broker,269,1004606000.0000011,1004606000.0000011,Trades - Net Profit/Loss,269,,-77490000.00000064,DrawDown,269,8.128931486229275,16.249756470177488,BuySell,269,,622.3
270,VN30F1M,270,2020-03-24 07:00:00,632.9,633.3,624.0,626.0,30589.0,,Alpha,270,,737508.2916666666,Value,270,955711000.0000012,Broker,270,955710930.0000012,955711000.0000012,Trades - Net Profit/Loss,270,,,DrawDown,270,12.600371926541998,16.249756470177488,BuySell,270,632.9,
271,VN30F1M,271,2020-03-25 02:00:00,639.7,642.0,636.2,638.8,36702.0,,Alpha,271,,737509.0833333334,Value,271,1047946500.0000012,Broker,271,1047946465.0000012,1047946500.0000012,Trades - Net Profit/Loss,271,,,DrawDown,271,4.165449240531871,16.249756470177488,BuySell,271,,639.7
272,VN30F1M,272,2020-03-25 03:00:00,638.8,639.8,636.4,639.8,26406.0,,Alpha,272,,737509.125,Value,272,1047649000.0000012,Broker,272,1047649000.0000012,1047649000.0000012,Trades - Net Profit/Loss,272,43043000.000000164,,DrawDown,272,4.192655571056322,16.249756470177488,BuySell,272,,638.8
273,VN30F1M,273,2020-03-25 04:00:00,639.5,641.8,637.5,637.5,21976.0,,Alpha,273,,737509.1666666666,Value,273,1033054000.0000012,Broker,273,1033053930.0000012,1033054000.0000012,Trades - Net Profit/Loss,273,,,DrawDown,273,5.527366139138219,16.249756470177488,BuySell,273,639.5,
