Id,VN30F1M,len,datetime,open,high,low,close,volume,openinterest,volImbalance,len,datetime,datetime,Value,len,value,Broker,len,cash,value,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,BuySell,len,buy,sell
279,VN30F1M,279,2020-03-26 06:00:00,635.5,635.5,630.4,631.7,43564.0,,volImbalance,279,,737510.25,Value,279,1478737000.0,Broker,279,1478736930.0,1478737000.0,Trades - Net Profit/Loss,279,,,DrawDown,279,9.822112452738178,32.659232429819895,BuySell,279,,
280,VN30F1M,280,2020-03-26 07:00:00,631.6,633.4,626.1,626.1,29287.0,,volImbalance,280,,737510.2916666666,Value,280,1439536999.9999998,Broker,280,1439536929.9999998,1439536999.9999998,Trades - Net Profit/Loss,280,,,DrawDown,280,12.212647883888332,32.659232429819895,BuySell,280,,
281,VN30F1M,281,2020-03-27 02:00:00,632.5,633.2,627.2,628.6,38902.0,,volImbalance,281,,737511.0833333334,Value,281,1510229999.9999993,Broker,281,1510229929.9999993,1510229999.9999993,Trades - Net Profit/Loss,281,,-63706999.99999984,DrawDown,281,7.90157336260528,32.659232429819895,BuySell,281,,632.5
282,VN30F1M,282,2020-03-27 03:00:00,628.7,632.7,628.4,631.1,33730.0,,volImbalance,282,,737511.125,Value,282,1492729999.9999993,Broker,282,1492729929.9999993,1492729999.9999993,Trades - Net Profit/Loss,282,,,DrawDown,282,8.968776680083021,32.659232429819895,BuySell,282,,
283,VN30F1M,283,2020-03-27 04:00:00,631.1,632.6,628.6,631.8,22967.0,,volImbalance,283,,737511.1666666666,Value,283,1487829999.9999998,Broker,283,1487829929.9999998,1487829999.9999998,Trades - Net Profit/Loss,283,,,DrawDown,283,9.267593608976759,32.659232429819895,BuySell,283,,
284,VN30F1M,284,2020-03-27 06:00:00,633.6,635.0,606.3,615.5,69308.0,,volImbalance,284,,737511.25,Value,284,1601929999.9999995,Broker,284,1601929929.9999995,1601929999.9999995,Trades - Net Profit/Loss,284,,,DrawDown,284,2.3094279790219034,32.659232429819895,BuySell,284,,
285,VN30F1M,285,2020-03-27 07:00:00,615.5,619.3,611.8,615.0,36972.0,,volImbalance,285,,737511.2916666666,Value,285,1603382499.9999995,Broker,285,1603382464.9999995,1603382499.9999995,Trades - Net Profit/Loss,285,,,DrawDown,285,2.220850103671251,32.659232429819895,BuySell,285,615.5,
286,VN30F1M,286,2020-03-30 02:00:00,604.8,604.8,584.0,587.1,49231.0,,volImbalance,286,,737514.0833333334,Value,286,1700706999.9999995,Broker,286,1700706964.9999995,1700706999.9999995,Trades - Net Profit/Loss,286,,,DrawDown,286,0.0,32.659232429819895,BuySell,286,,
287,VN30F1M,287,2020-03-30 03:00:00,587.0,587.8,578.7,584.0,35310.0,,volImbalance,287,,737514.125,Value,287,1711556999.9999995,Broker,287,1711556964.9999995,1711556999.9999995,Trades - Net Profit/Loss,287,,,DrawDown,287,0.0,32.659232429819895,BuySell,287,,
288,VN30F1M,288,2020-03-30 04:00:00,584.0,586.8,580.2,585.4,18681.0,,volImbalance,288,,737514.1666666666,Value,288,1706656999.9999995,Broker,288,1706656964.9999995,1706656999.9999995,Trades - Net Profit/Loss,288,,,DrawDown,288,0.2862890339030486,32.659232429819895,BuySell,288,,
289,VN30F1M,289,2020-03-30 06:00:00,585.5,595.0,584.1,585.2,61556.0,,volImbalance,289,,737514.25,Value,289,1707356999.9999993,Broker,289,1707356964.9999993,1707356999.9999993,Trades - Net Profit/Loss,289,,,DrawDown,289,0.2453906004883413,32.659232429819895,BuySell,289,,
290,VN30F1M,290,2020-03-30 07:00:00,585.0,588.4,581.7,583.0,35052.0,,volImbalance,290,,737514.2916666666,Value,290,1715056999.9999995,Broker,290,1715056964.9999995,1715056999.9999995,Trades - Net Profit/Loss,290,,,DrawDown,290,0.0,32.659232429819895,BuySell,290,,
291,VN30F1M,291,2020-03-31 02:00:00,592.0,599.0,591.5,598.9,44048.0,,volImbalance,291,,737515.0833333334,Value,291,1659298499.9999995,Broker,291,1659298464.9999995,1659298499.9999995,Trades - Net Profit/Loss,291,,,DrawDown,291,3.2511164351971984,32.659232429819895,BuySell,291,,
292,VN30F1M,292,2020-03-31 03:00:00,598.8,602.0,596.5,599.0,37302.0,,volImbalance,292,,737515.125,Value,292,1658948499.9999995,Broker,292,1658948464.9999995,1658948499.9999995,Trades - Net Profit/Loss,292,,,DrawDown,292,3.2715239201962394,32.659232429819895,BuySell,292,,
293,VN30F1M,293,2020-03-31 04:00:00,599.0,602.2,596.6,602.0,21043.0,,volImbalance,293,,737515.1666666666,Value,293,1648448499.9999995,Broker,293,1648448464.9999995,1648448499.9999995,Trades - Net Profit/Loss,293,,,DrawDown,293,3.8837484701674647,32.659232429819895,BuySell,293,,
294,VN30F1M,294,2020-03-31 06:00:00,592.2,595.0,560.1,572.3,91300.0,,volImbalance,294,,737515.25,Value,294,1752398499.9999998,Broker,294,1752398464.9999998,1752398499.9999998,Trades - Net Profit/Loss,294,,,DrawDown,294,0.0,32.659232429819895,BuySell,294,,
295,VN30F1M,295,2020-03-31 07:00:00,573.2,578.7,569.0,578.7,30149.0,,volImbalance,295,,737515.2916666666,Value,295,1729998499.9999995,Broker,295,1729998464.9999995,1729998499.9999995,Trades - Net Profit/Loss,295,,,DrawDown,295,1.278248069717033,32.659232429819895,BuySell,295,,
296,VN30F1M,296,2020-04-01 02:00:00,582.8,592.6,580.5,592.0,46869.0,,volImbalance,296,,737516.0833333334,Value,296,1683339999.9999998,Broker,296,1683339964.9999998,1683339999.9999998,Trades - Net Profit/Loss,296,,,DrawDown,296,3.940798853685392,32.659232429819895,BuySell,296,,
297,VN30F1M,297,2020-04-01 03:00:00,591.8,601.0,589.2,597.2,47928.0,,volImbalance,297,,737516.125,Value,297,1665139999.9999995,Broker,297,1665139964.9999995,1665139999.9999995,Trades - Net Profit/Loss,297,,,DrawDown,297,4.9793754103304835,32.659232429819895,BuySell,297,,
298,VN30F1M,298,2020-04-01 04:00:00,597.3,599.4,594.1,596.8,18502.0,,volImbalance,298,,737516.1666666666,Value,298,1667992499.9999998,Broker,298,1667992429.9999998,1667992499.9999998,Trades - Net Profit/Loss,298,,,DrawDown,298,4.816598507702444,32.659232429819895,BuySell,298,,597.3
299,VN30F1M,299,2020-04-01 06:00:00,585.5,595.0,579.0,591.1,65405.0,,volImbalance,299,,737516.25,Value,299,1707892499.9999993,Broker,299,1707892429.9999993,1707892499.9999993,Trades - Net Profit/Loss,299,,,DrawDown,299,2.5397191335190303,32.659232429819895,BuySell,299,,
300,VN30F1M,300,2020-04-01 07:00:00,591.1,597.7,590.0,590.0,37188.0,,volImbalance,300,,737516.2916666666,Value,300,1711444999.9999993,Broker,300,1711444964.9999993,1711444999.9999993,Trades - Net Profit/Loss,300,,,DrawDown,300,2.336996978712347,32.659232429819895,BuySell,300,591.1,
301,VN30F1M,301,2020-04-03 02:00:00,603.8,611.8,603.7,609.1,37434.0,,volImbalance,301,,737518.0833333334,Value,301,1644377999.9999993,Broker,301,1644377964.9999993,1644377999.9999993,Trades - Net Profit/Loss,301,,,DrawDown,301,6.16415158994946,32.659232429819895,BuySell,301,,
302,VN30F1M,302,2020-04-03 03:00:00,609.0,609.8,605.1,605.9,35567.0,,volImbalance,302,,737518.125,Value,302,1633282999.9999993,Broker,302,1633282964.9999993,1633282999.9999993,Trades - Net Profit/Loss,302,160905499.99999973,,DrawDown,302,6.797283836981172,32.659232429819895,BuySell,302,609.0,
303,VN30F1M,303,2020-04-03 04:00:00,605.9,606.7,603.5,604.9,15131.0,,volImbalance,303,,737518.1666666666,Value,303,1629782999.9999993,Broker,303,1629782964.9999993,1629782999.9999993,Trades - Net Profit/Loss,303,,,DrawDown,303,6.997010097874456,32.659232429819895,BuySell,303,,
304,VN30F1M,304,2020-04-03 06:00:00,605.0,615.6,605.0,612.2,60030.0,,volImbalance,304,,737518.25,Value,304,1655332999.9999995,Broker,304,1655332964.9999995,1655332999.9999995,Trades - Net Profit/Loss,304,,,DrawDown,304,5.539008393353466,32.659232429819895,BuySell,304,,
305,VN30F1M,305,2020-04-03 07:00:00,612.2,613.9,610.0,613.9,30948.0,,volImbalance,305,,737518.2916666666,Value,305,1661282999.9999993,Broker,305,1661282964.9999993,1661282999.9999993,Trades - Net Profit/Loss,305,,,DrawDown,305,5.1994737498348975,32.659232429819895,BuySell,305,,
306,VN30F1M,306,2020-04-06 02:00:00,636.3,645.0,636.3,641.7,30804.0,,volImbalance,306,,737521.0833333334,Value,306,1758257499.9999995,Broker,306,1758257464.9999995,1758257499.9999995,Trades - Net Profit/Loss,306,,,DrawDown,306,0.0,32.659232429819895,BuySell,306,,
307,VN30F1M,307,2020-04-06 03:00:00,641.7,642.2,639.9,642.0,20092.0,,volImbalance,307,,737521.125,Value,307,1759307499.9999993,Broker,307,1759307464.9999993,1759307499.9999993,Trades - Net Profit/Loss,307,,,DrawDown,307,0.0,32.659232429819895,BuySell,307,,
308,VN30F1M,308,2020-04-06 04:00:00,642.0,644.4,642.0,643.6,16170.0,,volImbalance,308,,737521.1666666666,Value,308,1764907499.9999993,Broker,308,1764907464.9999993,1764907499.9999993,Trades - Net Profit/Loss,308,,,DrawDown,308,0.0,32.659232429819895,BuySell,308,,
309,VN30F1M,309,2020-04-06 06:00:00,643.7,656.8,643.7,656.8,51141.0,,volImbalance,309,,737521.25,Value,309,1811107499.999999,Broker,309,1811107464.999999,1811107499.999999,Trades - Net Profit/Loss,309,,,DrawDown,309,0.0,32.659232429819895,BuySell,309,,
310,VN30F1M,310,2020-04-06 07:00:00,656.8,656.8,656.8,656.8,2014.0,,volImbalance,310,,737521.2916666666,Value,310,1811107499.999999,Broker,310,1811107464.999999,1811107499.999999,Trades - Net Profit/Loss,310,,,DrawDown,310,0.0,32.659232429819895,BuySell,310,,
311,VN30F1M,311,2020-04-07 02:00:00,675.0,678.0,660.3,663.0,57435.0,,volImbalance,311,,737522.0833333334,Value,311,1832698999.9999993,Broker,311,1832698964.9999993,1832698999.9999993,Trades - Net Profit/Loss,311,,,DrawDown,311,0.0,32.659232429819895,BuySell,311,,
312,VN30F1M,312,2020-04-07 03:00:00,663.2,667.2,658.6,661.7,44802.0,,volImbalance,312,,737522.125,Value,312,1828148999.9999995,Broker,312,1828148964.9999995,1828148999.9999995,Trades - Net Profit/Loss,312,,,DrawDown,312,0.24826771881251442,32.659232429819895,BuySell,312,,
313,VN30F1M,313,2020-04-07 04:00:00,661.7,664.4,658.9,663.9,19924.0,,volImbalance,313,,737522.1666666666,Value,313,1835848999.9999993,Broker,313,1835848964.9999993,1835848999.9999993,Trades - Net Profit/Loss,313,,,DrawDown,313,0.0,32.659232429819895,BuySell,313,,
314,VN30F1M,314,2020-04-07 06:00:00,669.5,674.9,664.5,674.1,64190.0,,volImbalance,314,,737522.25,Value,314,1871548999.9999995,Broker,314,1871548964.9999995,1871548999.9999995,Trades - Net Profit/Loss,314,,,DrawDown,314,0.0,32.659232429819895,BuySell,314,,
315,VN30F1M,315,2020-04-07 07:00:00,674.5,682.0,673.5,677.0,38167.0,,volImbalance,315,,737522.2916666666,Value,315,1881698999.9999995,Broker,315,1881698964.9999995,1881698999.9999995,Trades - Net Profit/Loss,315,,,DrawDown,315,0.0,32.659232429819895,BuySell,315,,
316,VN30F1M,316,2020-04-08 02:00:00,661.2,662.2,657.0,660.5,39775.0,,volImbalance,316,,737523.0833333334,Value,316,1823840499.9999995,Broker,316,1823840464.9999995,1823840499.9999995,Trades - Net Profit/Loss,316,,,DrawDown,316,3.0748010175910183,32.659232429819895,BuySell,316,,
317,VN30F1M,317,2020-04-08 03:00:00,660.7,664.9,658.6,662.4,40391.0,,volImbalance,317,,737523.125,Value,317,1830490499.9999995,Broker,317,1830490464.9999995,1830490499.9999995,Trades - Net Profit/Loss,317,,,DrawDown,317,2.721396992824039,32.659232429819895,BuySell,317,,
318,VN30F1M,318,2020-04-08 04:00:00,662.5,663.7,660.5,661.5,19013.0,,volImbalance,318,,737523.1666666666,Value,318,1827340499.9999995,Broker,318,1827340464.9999995,1827340499.9999995,Trades - Net Profit/Loss,318,,,DrawDown,318,2.888798899292608,32.659232429819895,BuySell,318,,
319,VN30F1M,319,2020-04-08 06:00:00,661.5,666.4,657.5,664.9,53915.0,,volImbalance,319,,737523.25,Value,319,1839240499.9999995,Broker,319,1839240464.9999995,1839240499.9999995,Trades - Net Profit/Loss,319,,,DrawDown,319,2.256391697078014,32.659232429819895,BuySell,319,,
320,VN30F1M,320,2020-04-08 07:00:00,664.7,675.0,664.6,675.0,37655.0,,volImbalance,320,,737523.2916666666,Value,320,1874590499.9999995,Broker,320,1874590464.9999995,1874590499.9999995,Trades - Net Profit/Loss,320,,,DrawDown,320,0.37777030226407105,32.659232429819895,BuySell,320,,
321,VN30F1M,321,2020-04-09 02:00:00,680.2,682.3,678.0,679.0,38881.0,,volImbalance,321,,737524.0833333334,Value,321,1888481999.9999995,Broker,321,1888481964.9999995,1888481999.9999995,Trades - Net Profit/Loss,321,,,DrawDown,321,0.0,32.659232429819895,BuySell,321,,
322,VN30F1M,322,2020-04-09 03:00:00,678.9,682.1,678.7,682.0,26311.0,,volImbalance,322,,737524.125,Value,322,1898981999.9999995,Broker,322,1898981964.9999995,1898981999.9999995,Trades - Net Profit/Loss,322,,,DrawDown,322,0.0,32.659232429819895,BuySell,322,,
323,VN30F1M,323,2020-04-09 04:00:00,681.9,684.9,680.5,681.4,23683.0,,volImbalance,323,,737524.1666666666,Value,323,1896881999.9999995,Broker,323,1896881964.9999995,1896881999.9999995,Trades - Net Profit/Loss,323,,,DrawDown,323,0.11058556637187716,32.659232429819895,BuySell,323,,
324,VN30F1M,324,2020-04-09 06:00:00,681.4,689.4,681.0,683.3,63117.0,,volImbalance,324,,737524.25,Value,324,1903531999.9999995,Broker,324,1903531964.9999995,1903531999.9999995,Trades - Net Profit/Loss,324,,,DrawDown,324,0.0,32.659232429819895,BuySell,324,,
325,VN30F1M,325,2020-04-09 07:00:00,683.4,684.4,678.6,680.2,41149.0,,volImbalance,325,,737524.2916666666,Value,325,1892681999.9999998,Broker,325,1892681964.9999998,1892681999.9999998,Trades - Net Profit/Loss,325,,,DrawDown,325,0.5699930445088269,32.659232429819895,BuySell,325,,
326,VN30F1M,326,2020-04-10 02:00:00,680.0,680.7,674.6,678.0,45649.0,,volImbalance,326,,737525.0833333334,Value,326,1884873499.9999995,Broker,326,1884873464.9999995,1884873499.9999995,Trades - Net Profit/Loss,326,,,DrawDown,326,0.9802041678311688,32.659232429819895,BuySell,326,,
327,VN30F1M,327,2020-04-10 03:00:00,678.3,684.0,677.9,682.4,38680.0,,volImbalance,327,,737525.125,Value,327,1900273499.9999995,Broker,327,1900273464.9999995,1900273499.9999995,Trades - Net Profit/Loss,327,,,DrawDown,327,0.17118178207668697,32.659232429819895,BuySell,327,,
328,VN30F1M,328,2020-04-10 04:00:00,682.3,683.5,680.4,682.9,16156.0,,volImbalance,328,,737525.1666666666,Value,328,1902023499.9999995,Broker,328,1902023464.9999995,1902023499.9999995,Trades - Net Profit/Loss,328,,,DrawDown,328,0.0792474200591322,32.659232429819895,BuySell,328,,
329,VN30F1M,329,2020-04-10 06:00:00,683.0,685.9,672.1,673.2,69378.0,,volImbalance,329,,737525.25,Value,329,1868073499.9999998,Broker,329,1868073464.9999998,1868073499.9999998,Trades - Net Profit/Loss,329,,,DrawDown,329,1.862774043199682,32.659232429819895,BuySell,329,,
330,VN30F1M,330,2020-04-10 07:00:00,672.9,682.0,672.2,682.0,38579.0,,volImbalance,330,,737525.2916666666,Value,330,1930425999.9999998,Broker,330,1930425929.9999998,1930425999.9999998,Trades - Net Profit/Loss,330,,,DrawDown,330,0.0,32.659232429819895,BuySell,330,672.9,
331,VN30F1M,331,2020-04-13 02:00:00,676.9,684.6,676.2,683.9,38510.0,,volImbalance,331,,737528.0833333334,Value,331,1943074999.9999995,Broker,331,1943074929.9999995,1943074999.9999995,Trades - Net Profit/Loss,331,,,DrawDown,331,0.0,32.659232429819895,BuySell,331,,
332,VN30F1M,332,2020-04-13 03:00:00,683.9,696.4,683.9,692.1,53167.0,,volImbalance,332,,737528.125,Value,332,2000474999.9999998,Broker,332,2000474929.9999998,2000474999.9999998,Trades - Net Profit/Loss,332,,,DrawDown,332,0.0,32.659232429819895,BuySell,332,,
333,VN30F1M,333,2020-04-13 04:00:00,692.1,692.7,689.0,690.0,17245.0,,volImbalance,333,,737528.1666666666,Value,333,1992827499.9999998,Broker,333,1992827464.9999998,1992827499.9999998,Trades - Net Profit/Loss,333,,,DrawDown,333,0.3822842075007186,32.659232429819895,BuySell,333,,692.1
334,VN30F1M,334,2020-04-13 06:00:00,687.0,694.2,686.0,687.4,56568.0,,volImbalance,334,,737528.25,Value,334,1983727499.9999998,Broker,334,1983727464.9999998,1983727499.9999998,Trades - Net Profit/Loss,334,,,DrawDown,334,0.8371761706594685,32.659232429819895,BuySell,334,,
335,VN30F1M,335,2020-04-13 07:00:00,687.7,692.0,684.3,689.7,35481.0,,volImbalance,335,,737528.2916666666,Value,335,1991777500.0,Broker,335,1991777465.0,1991777500.0,Trades - Net Profit/Loss,335,,,DrawDown,335,0.4347717417113317,32.659232429819895,BuySell,335,,
336,VN30F1M,336,2020-04-14 02:00:00,697.4,699.3,696.6,697.8,28616.0,,volImbalance,336,,737529.0833333334,Value,336,2020018999.9999998,Broker,336,2020018964.9999998,2020018999.9999998,Trades - Net Profit/Loss,336,,,DrawDown,336,0.0,32.659232429819895,BuySell,336,,
337,VN30F1M,337,2020-04-14 03:00:00,697.5,697.5,692.0,692.4,42211.0,,volImbalance,337,,737529.125,Value,337,2001118999.9999998,Broker,337,2001118964.9999998,2001118999.9999998,Trades - Net Profit/Loss,337,,,DrawDown,337,0.9356347638314294,32.659232429819895,BuySell,337,,
338,VN30F1M,338,2020-04-14 04:00:00,692.4,694.0,689.6,692.2,24841.0,,volImbalance,338,,737529.1666666666,Value,338,2000419000.0,Broker,338,2000418965.0,2000419000.0,Trades - Net Profit/Loss,338,,,DrawDown,338,0.9702879032325816,32.659232429819895,BuySell,338,,
339,VN30F1M,339,2020-04-14 06:00:00,692.0,696.4,688.1,696.3,51402.0,,volImbalance,339,,737529.25,Value,339,2014768999.9999998,Broker,339,2014768964.9999998,2014768999.9999998,Trades - Net Profit/Loss,339,,,DrawDown,339,0.25989854550873037,32.659232429819895,BuySell,339,,
340,VN30F1M,340,2020-04-14 07:00:00,696.3,705.7,694.7,705.2,37596.0,,volImbalance,340,,737529.2916666666,Value,340,2045919000.0,Broker,340,2045918965.0,2045919000.0,Trades - Net Profit/Loss,340,,,DrawDown,340,0.0,32.659232429819895,BuySell,340,,
341,VN30F1M,341,2020-04-15 02:00:00,706.0,711.1,706.0,708.9,29734.0,,volImbalance,341,,737530.0833333334,Value,341,2058760499.9999998,Broker,341,2058760464.9999998,2058760499.9999998,Trades - Net Profit/Loss,341,,,DrawDown,341,0.0,32.659232429819895,BuySell,341,,
342,VN30F1M,342,2020-04-15 03:00:00,708.9,715.6,707.9,715.5,35306.0,,volImbalance,342,,737530.125,Value,342,2081860499.9999998,Broker,342,2081860464.9999998,2081860499.9999998,Trades - Net Profit/Loss,342,,,DrawDown,342,0.0,32.659232429819895,BuySell,342,,
343,VN30F1M,343,2020-04-15 04:00:00,715.3,716.1,713.5,714.7,16451.0,,volImbalance,343,,737530.1666666666,Value,343,2079060500.0,Broker,343,2079060465.0,2079060500.0,Trades - Net Profit/Loss,343,,,DrawDown,343,0.1344950826436143,32.659232429819895,BuySell,343,,
344,VN30F1M,344,2020-04-15 06:00:00,713.5,719.5,712.0,716.3,44614.0,,volImbalance,344,,737530.25,Value,344,2084660499.9999998,Broker,344,2084660464.9999998,2084660499.9999998,Trades - Net Profit/Loss,344,,,DrawDown,344,0.0,32.659232429819895,BuySell,344,,
345,VN30F1M,345,2020-04-15 07:00:00,716.3,719.0,715.1,717.5,23968.0,,volImbalance,345,,737530.2916666666,Value,345,2088860500.0,Broker,345,2088860465.0,2088860500.0,Trades - Net Profit/Loss,345,,,DrawDown,345,0.0,32.659232429819895,BuySell,345,,
346,VN30F1M,346,2020-04-16 02:00:00,716.5,718.7,714.0,717.9,25592.0,,volImbalance,346,,737531.0833333334,Value,346,2090152000.0,Broker,346,2090151965.0,2090152000.0,Trades - Net Profit/Loss,346,,,DrawDown,346,0.0,32.659232429819895,BuySell,346,,
347,VN30F1M,347,2020-04-16 03:00:00,717.9,720.8,716.2,720.5,21852.0,,volImbalance,347,,737531.125,Value,347,2099252000.0,Broker,347,2099251965.0,2099252000.0,Trades - Net Profit/Loss,347,,,DrawDown,347,0.0,32.659232429819895,BuySell,347,,
348,VN30F1M,348,2020-04-16 04:00:00,720.6,724.0,720.3,721.3,13560.0,,volImbalance,348,,737531.1666666666,Value,348,2102051999.9999998,Broker,348,2102051964.9999998,2102051999.9999998,Trades - Net Profit/Loss,348,,,DrawDown,348,0.0,32.659232429819895,BuySell,348,,
349,VN30F1M,349,2020-04-16 06:00:00,725.0,728.3,720.0,721.7,26657.0,,volImbalance,349,,737531.25,Value,349,2103452000.0,Broker,349,2103451965.0,2103452000.0,Trades - Net Profit/Loss,349,,,DrawDown,349,0.0,32.659232429819895,BuySell,349,,
350,VN30F1M,350,2020-04-16 07:00:00,721.3,725.2,720.1,725.2,14011.0,,volImbalance,350,,737531.2916666666,Value,350,2115702000.0,Broker,350,2115701965.0,2115702000.0,Trades - Net Profit/Loss,350,,,DrawDown,350,0.0,32.659232429819895,BuySell,350,,
351,VN30F1M,351,2020-04-17 02:00:00,723.0,724.1,717.0,719.4,43955.0,,volImbalance,351,,737532.0833333334,Value,351,2095293499.9999998,Broker,351,2095293464.9999998,2095293499.9999998,Trades - Net Profit/Loss,351,,,DrawDown,351,0.9646207263593946,32.659232429819895,BuySell,351,,
352,VN30F1M,352,2020-04-17 03:00:00,719.2,720.4,716.0,720.4,37405.0,,volImbalance,352,,737532.125,Value,352,2098793499.9999998,Broker,352,2098793464.9999998,2098793499.9999998,Trades - Net Profit/Loss,352,,,DrawDown,352,0.7991910013792225,32.659232429819895,BuySell,352,,
353,VN30F1M,353,2020-04-17 04:00:00,720.4,720.4,717.2,717.9,14966.0,,volImbalance,353,,737532.1666666666,Value,353,2090043499.9999998,Broker,353,2090043464.9999998,2090043499.9999998,Trades - Net Profit/Loss,353,,,DrawDown,353,1.2127653138296526,32.659232429819895,BuySell,353,,
354,VN30F1M,354,2020-04-17 06:00:00,719.0,720.5,716.0,718.7,38872.0,,volImbalance,354,,737532.25,Value,354,2092843500.0,Broker,354,2092843465.0,2092843500.0,Trades - Net Profit/Loss,354,,,DrawDown,354,1.0804215338455037,32.659232429819895,BuySell,354,,
355,VN30F1M,355,2020-04-17 07:00:00,718.9,719.0,710.5,716.5,39291.0,,volImbalance,355,,737532.2916666666,Value,355,2085143499.9999998,Broker,355,2085143464.9999998,2085143499.9999998,Trades - Net Profit/Loss,355,,,DrawDown,355,1.4443669288018937,32.659232429819895,BuySell,355,,
356,VN30F1M,356,2020-04-20 02:00:00,713.6,718.5,712.5,713.0,31637.0,,volImbalance,356,,737535.0833333334,Value,356,2072567999.9999998,Broker,356,2072567964.9999998,2072567999.9999998,Trades - Net Profit/Loss,356,,,DrawDown,356,2.0387559306556517,32.659232429819895,BuySell,356,,
357,VN30F1M,357,2020-04-20 03:00:00,713.0,715.4,711.8,715.1,39498.0,,volImbalance,357,,737535.125,Value,357,2079917999.9999998,Broker,357,2079917964.9999998,2079917999.9999998,Trades - Net Profit/Loss,357,,,DrawDown,357,1.6913535081972906,32.659232429819895,BuySell,357,,
358,VN30F1M,358,2020-04-20 04:00:00,715.1,716.1,713.0,715.1,20134.0,,volImbalance,358,,737535.1666666666,Value,358,2079025499.9999998,Broker,358,2079025429.9999998,2079025499.9999998,Trades - Net Profit/Loss,358,435189999.9999998,,DrawDown,358,1.7335380880672344,32.659232429819895,BuySell,358,,715.1
359,VN30F1M,359,2020-04-20 06:00:00,713.9,717.4,712.8,712.8,39893.0,,volImbalance,359,,737535.25,Value,359,2095125500.0000002,Broker,359,2095125430.0000002,2095125500.0000002,Trades - Net Profit/Loss,359,,,DrawDown,359,0.9725613531584203,32.659232429819895,BuySell,359,,
360,VN30F1M,360,2020-04-20 07:00:00,712.8,715.3,710.0,710.0,26878.0,,volImbalance,360,,737535.2916666666,Value,360,2114725500.0,Broker,360,2114725430.0,2114725500.0,Trades - Net Profit/Loss,360,,,DrawDown,360,0.046154893269468006,32.659232429819895,BuySell,360,,
361,VN30F1M,361,2020-04-21 02:00:00,703.5,703.9,696.0,698.3,45176.0,,volImbalance,361,,737536.0833333334,Value,361,2196408500.0000005,Broker,361,2196408430.0000005,2196408500.0000005,Trades - Net Profit/Loss,361,,,DrawDown,361,0.0,32.659232429819895,BuySell,361,,
362,VN30F1M,362,2020-04-21 03:00:00,698.2,698.5,691.9,692.5,35836.0,,volImbalance,362,,737536.125,Value,362,2216761000.0,Broker,362,2216760965.0,2216761000.0,Trades - Net Profit/Loss,362,,,DrawDown,362,0.0,32.659232429819895,BuySell,362,698.2,
363,VN30F1M,363,2020-04-21 04:00:00,692.3,692.4,675.0,676.0,39766.0,,volImbalance,363,,737536.1666666666,Value,363,2274511000.0,Broker,363,2274510965.0,2274511000.0,Trades - Net Profit/Loss,363,,,DrawDown,363,0.0,32.659232429819895,BuySell,363,,
364,VN30F1M,364,2020-04-21 06:00:00,676.0,678.1,668.0,672.6,69956.0,,volImbalance,364,,737536.25,Value,364,2286411000.0,Broker,364,2286410965.0,2286411000.0,Trades - Net Profit/Loss,364,,,DrawDown,364,0.0,32.659232429819895,BuySell,364,,
365,VN30F1M,365,2020-04-21 07:00:00,673.0,677.0,670.1,670.1,37789.0,,volImbalance,365,,737536.2916666666,Value,365,2295161000.0,Broker,365,2295160965.0,2295161000.0,Trades - Net Profit/Loss,365,,,DrawDown,365,0.0,32.659232429819895,BuySell,365,,
366,VN30F1M,366,2020-04-22 02:00:00,663.0,671.9,659.2,670.0,59643.0,,volImbalance,366,,737537.0833333334,Value,366,2295402500.0,Broker,366,2295402465.0,2295402500.0,Trades - Net Profit/Loss,366,,,DrawDown,366,0.0,32.659232429819895,BuySell,366,,
367,VN30F1M,367,2020-04-22 03:00:00,669.9,673.4,666.5,670.0,61812.0,,volImbalance,367,,737537.125,Value,367,2295402500.0,Broker,367,2295402465.0,2295402500.0,Trades - Net Profit/Loss,367,,,DrawDown,367,0.0,32.659232429819895,BuySell,367,,
368,VN30F1M,368,2020-04-22 04:00:00,670.2,676.0,669.5,676.0,27693.0,,volImbalance,368,,737537.1666666666,Value,368,2274402500.0,Broker,368,2274402465.0,2274402500.0,Trades - Net Profit/Loss,368,,,DrawDown,368,0.9148722282911167,32.659232429819895,BuySell,368,,
369,VN30F1M,369,2020-04-22 06:00:00,679.0,687.5,677.9,686.0,69032.0,,volImbalance,369,,737537.25,Value,369,2239402500.0,Broker,369,2239402465.0,2239402500.0,Trades - Net Profit/Loss,369,,,DrawDown,369,2.439659275442978,32.659232429819895,BuySell,369,,
370,VN30F1M,370,2020-04-22 07:00:00,686.2,689.7,682.7,686.9,37281.0,,volImbalance,370,,737537.2916666666,Value,370,2236252500.0,Broker,370,2236252465.0,2236252500.0,Trades - Net Profit/Loss,370,,,DrawDown,370,2.5768901096866452,32.659232429819895,BuySell,370,,
371,VN30F1M,371,2020-04-23 02:00:00,691.0,695.8,689.0,689.6,47370.0,,volImbalance,371,,737538.0833333334,Value,371,2231296500.0,Broker,371,2231296430.0,2231296500.0,Trades - Net Profit/Loss,371,,,DrawDown,371,2.792799955563349,32.659232429819895,BuySell,371,,691.0
